,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2015-05-06,2015,5,6,1591953381,117787412142568,117394912142568,14116.065306448181,3239371.920066835,0.5906943661163542,112776,323478,2.64104951408101,2.8683230474569057,157,394091953381,392500000000,11773632483576,117787412142568,106013779658992
2015-05-07,2015,5,7,1609252304,134189115055655,133819115055655,14352.817973439409,3403493.738472928,0.6395568092291432,112121,308363,2.7216221760419548,2.7502697978077255,148,371609252304,370000000000,9911427678600,134189115055655,124277687377055
2015-05-08,2015,5,8,1639861077,110141059982107,109783559982107,15100.009917127072,3690192.828903527,0.6645590736355891,108600,381131,2.705276243093923,3.5094935543278085,143,359139861077,357500000000,8968668722695,110141059982107,101172391259412
2015-05-09,2015,5,9,1373370647,89612801960406,89262801960406,14303.411343824531,3471523.012040211,0.8671412160017763,96017,276254,2.637085099513628,2.877136340439714,140,351373370647,350000000000,6205342500422,89612801960406,83407459459984
2015-05-10,2015,5,10,1541209423,98299418606817,97994418606817,17122.646628152426,4121960.3456691466,0.9943371397006308,90010,307200,3.0236640373291856,3.41295411620931,122,306541209423,305000000000,5212700064769,98299418606817,93086718542048
2015-05-11,2015,5,11,1709074987,115443744602437,115071244602437,15765.938092119222,3819295.816052619,0.7587313214149053,108403,335215,2.856858205031226,3.0923037185317748,149,374209074987,372500000000,9013852561473,115443744602437,106429892040964
2015-05-12,2015,5,12,1620390258,107753129897484,107368129897484,14633.705933351395,3544416.703379893,0.6562017288911624,110730,319083,2.8072518739275716,2.881630994310485,154,386620390258,385000000000,9902607820125,107753129897484,97850522077359
2015-05-13,2015,5,13,1522160128,108037168241165,107612168241165,14035.075958470872,3320000.797961084,0.7444019025143558,108454,300261,2.6857561731240893,2.768556254264481,170,426522160128,425000000000,8275996801308,108037168241165,99761171439857
2015-05-14,2015,5,14,1431466844,108643968964353,108273968964353,13939.690758593826,3302994.69151032,0.6138711626637853,102690,286487,2.641484078293894,2.7898237413574836,148,371431466844,370000000000,8786002951321,108643968964353,99857966013032
2015-05-15,2015,5,15,1506926772,95185737929788,94805737929788,14346.901242442995,3407166.6573874685,0.6454900869301355,105035,297619,2.590707859285,2.83352215928024,152,381506926772,380000000000,7673667586819,95185737929788,87512070342969
2015-05-16,2015,5,16,1353627505,77694995205959,77372495205959,14600.505927020526,3442976.391447485,0.9038556703677877,92711,345593,2.766467840925025,3.7276374971686206,129,323853627505,322500000000,8339687982154,77694995205959,69355307223805
2015-05-17,2015,5,17,1259756411,62840498604098,62412998604098,14777.201302052787,3501659.9752421533,0.9860832346307161,85250,303195,3.047964809384164,3.5565395894428153,171,428759756411,427500000000,6056790684987,62840498604098,56783707919111
2015-05-18,2015,5,18,1509207722,90919097037563,90561597037563,15346.366513122439,3573920.936662786,0.8437634313379453,98343,298477,2.797504652085049,3.035060960109006,143,359009207722,357500000000,7095146196703,90919097037563,83823950840860
2015-05-19,2015,5,19,1564254992,117739125645147,117394125645147,14487.061865599762,3360628.155175359,0.6432008472615713,107976,301145,2.7738015855375266,2.788999407275691,138,346564254992,345000000000,14636271813550,117739125645147,103102853831597
2015-05-20,2015,5,20,1508625281,113062139991728,112717139991728,14018.205716462706,3282927.826373719,0.6256129980721705,107619,308852,2.6940967672994547,2.8698649866659234,138,346508625281,345000000000,11202054844654,113062139991728,101860085147074
2015-05-21,2015,5,21,1455065455,94479487208875,94096987208875,14822.197202754462,3491425.2069370323,0.6893753534933934,98168,291805,2.6599299160622607,2.9725063157036917,153,383955065455,382500000000,7519091403009,94479487208875,86960395805866
2015-05-22,2015,5,22,1526005543,122879038955670,122519038955670,14927.179330920473,3587347.4936300693,0.861814579666951,102230,309613,2.8070918517069354,3.0285923897094786,144,361526005543,360000000000,10078261671397,122879038955670,112800777284273
2015-05-23,2015,5,23,1281706036,104443749935143,104168749935143,14723.960482027363,3518485.8727776716,0.9739208542972694,87049,280090,2.696044756401567,3.2176130685016484,110,276281706036,275000000000,7136619345143,104443749935143,97307130590000
2015-05-24,2015,5,24,1337864023,71931352674825,71568852674825,14374.814902761362,3460186.9245864223,1.299816730509164,93070,384504,3.0747394434296766,4.131342000644676,145,363837864023,362500000000,5931878047388,71931352674825,65999474627437
2015-05-25,2015,5,25,1560764799,94949745140428,94597245140428,14660.987995152973,3474706.1364329467,0.9813802248685034,106457,330268,2.860291009515579,3.1023605775101686,141,354060764799,352500000000,10054442451027,94949745140428,84895302689401
2015-05-26,2015,5,26,1784337248,101362369635682,101019869635682,16645.09228630864,3941495.775086996,0.7540725226088975,107199,327735,2.8295413203481377,3.0572579968096716,137,344284337248,342500000000,9737149938481,101362369635682,91625219697201
2015-05-27,2015,5,27,1631910765,113815887292167,113460887292167,14887.387585867156,3531341.9245967045,0.681144477421685,109617,306333,2.92896174863388,2.794575658885027,142,356631910765,355000000000,11086076199965,113815887292167,102729811092202
2015-05-28,2015,5,28,1585108627,101830806483511,101490806483511,14570.486234821536,3452576.91390133,0.6548164489719611,108789,302379,2.762751748798132,2.7794997656013014,136,341585108627,340000000000,8855927050616,101830806483511,92974879432895
2015-05-29,2015,5,29,1763029715,109380531624722,108988031624722,14288.039054395747,3381214.84057629,0.7342532531269393,123392,355351,2.6874027489626555,2.879854447614108,157,394263029715,392500000000,9931361249771,109380531624722,99449170374951
2015-05-30,2015,5,30,1786743639,92573967253176,92253967253176,13504.018070923272,3143583.8172949934,1.08701403064774,132312,425625,2.4364078843944617,3.216828405586795,128,321786743639,320000000000,8711712434173,92573967253176,83862254819003
2015-05-31,2015,5,31,3885462446,86215555579746,85843055579746,41045.20716647476,9417845.422896307,1.0166422776201738,94663,337469,2.7980097820690237,3.5649514593875113,149,376385462446,372500000000,7662305389824,86215555579746,78553250189922
2015-06-01,2015,6,1,2161124374,153640737667534,153303237667534,16847.456843057156,3761745.646406578,0.8997995571130938,128276,368571,2.789586516573638,2.873265458854345,135,339661124374,337500000000,13280759115386,153640737667534,140359978552148
2015-06-02,2015,6,2,1859476277,145234342393057,144859342393057,14509.58820958995,3269312.025929146,0.755713046003801,128155,359902,2.828933713081815,2.808333658460458,150,376859476277,375000000000,10173909838724,145234342393057,135060432554333
2015-06-03,2015,6,3,1786286842,135458955571138,135113955571138,14122.965836765996,3180676.2668963023,0.9045935601373465,126481,356699,2.6534103936559643,2.8201785248377225,138,346786286842,345000000000,19839004369082,135458955571138,115619951202056
2015-06-04,2015,6,4,1681401125,124019041214882,123669041214882,13886.58109034448,3104207.3255013023,1.325513404490209,121081,322003,2.61605867146786,2.6594015576349714,140,351681401125,350000000000,15342606962683,124019041214882,108676434252199
2015-06-05,2015,6,5,1625356892,143701979357719,143329479357719,14842.49310089766,3335569.461509843,0.7532464467165847,109507,328414,2.7211776416119515,2.9990228935136565,149,374125356892,372500000000,16996909541022,143701979357719,126705069816697
2015-06-06,2015,6,6,1388677668,101479999308361,101049999308361,15199.729296644118,3422378.6811111546,0.8907788972364479,91362,324721,2.6452573279919442,3.554223856745693,172,431388677668,430000000000,6391597655110,101479999308361,95088401653251
2015-06-07,2015,6,7,1330178985,103909048415108,103544048415108,15357.729036056942,3431096.016182311,0.9221931873182069,86613,324519,3.1567432140671725,3.746770115340653,146,366330178985,365000000000,9774296706508,103909048415108,94134751708600
2015-06-08,2015,6,8,1759392091,115153503418837,114758503418837,16264.614007192184,3720925.6504467246,0.8670061361567887,108173,307622,2.7767557523596462,2.843796511144186,158,396759392091,395000000000,4836934228451,115153503418837,110316569190386
2015-06-09,2015,6,9,1702233791,124625193171915,124250193171915,14538.072142320307,3334605.244014452,0.6050961315557578,117088,314140,2.605049193768789,2.68293932768516,150,376702233791,375000000000,10801747601474,124625193171915,113823445570441
2015-06-10,2015,6,10,1983899490,132156429350361,131746429350361,15135.143615682146,3459719.4541856423,0.9885827366405509,131079,386716,3.0348110681344838,2.9502513751249246,164,411983899490,410000000000,10749760290407,132156429350361,121406669059954
2015-06-11,2015,6,11,1806513702,131473814177880,131108814177880,14577.240649737345,3346707.136043953,0.5809410170522834,123927,349947,2.6291284385162235,2.8238156333970807,146,366806513702,365000000000,13803801682840,131473814177880,117670012495040
2015-06-12,2015,6,12,1805442322,134389225161494,134044225161494,14349.520517568888,3297680.854553691,0.6238758164875885,125819,364701,2.727696134923978,2.8986162662237023,138,346805442322,345000000000,16067824976315,134389225161494,118321400185179
2015-06-13,2015,6,13,1684789539,107491091302949,107098591302949,15773.410656106056,3675446.8345189164,0.7742338672544707,106812,346716,2.7926731078904994,3.2460397708122684,157,394184789539,392500000000,11598458907075,107491091302949,95892632395874
2015-06-14,2015,6,14,1678167050,133177819779908,132797819779908,15924.91032453976,3702654.823573553,0.83325493999963,105380,370646,2.9262668438033783,3.517232871512621,152,381678167050,380000000000,26442938945675,133177819779908,106734880834233
2015-06-15,2015,6,15,1929482512,144374441730847,144019441730847,15442.160497482973,3656564.178029883,0.7628767687362397,124949,392424,2.885281194727449,3.140673394745056,142,356929482512,355000000000,26905141982007,144374441730847,117469299748840
2015-06-16,2015,6,16,1923351249,186946427800956,186633927800956,15579.118632398326,3917099.5011527175,0.6624440196995868,123457,357731,2.8793669050762616,2.897616174052504,125,314423351249,312500000000,24223692086172,186946427800956,162722735714784
2015-06-17,2015,6,17,2453981490,191438074891143,191080574891143,18465.149889388853,4578790.657556774,0.6164777063022253,132898,501963,2.9815723336694306,3.7770545832141944,143,359953981490,357500000000,30604019733508,191438074891143,160834055157635
2015-06-18,2015,6,18,2720921911,146486353059599,146073853059599,21737.985531561328,5413029.660990183,0.61706337102368,125169,507591,2.886481477043038,4.05524530834312,165,415220921911,412500000000,17749989104579,146486353059599,128736363955020
2015-06-19,2015,6,19,2515243686,180347533150955,179980033150955,20440.494148815134,5003904.073615516,0.7551891576281126,123052,421434,2.9295176023144687,3.4248447810681664,147,370015243686,367500000000,16235257233803,180347533150955,164112275917152
2015-06-20,2015,6,20,1824421061,121898758931299,121553758931299,16882.7829897098,4146116.4213002855,0.9376013083674916,108064,373855,3.081442478531241,3.4595702546639027,138,346824421061,345000000000,14835408426861,121898758931299,107063350504438
2015-06-21,2015,6,21,1375553134,96307063828412,95994563828412,14515.106883197737,3546044.313898778,1.0985981798554365,94767,346690,2.900777696877605,3.658340983675752,125,313875553134,312500000000,12827299774873,96307063828412,83479764053539
2015-06-22,2015,6,22,2603505284,106527497901582,106167497901582,22639.176382608697,5592281.779583339,0.7562541575042356,115000,489005,3.4921391304347824,4.252217391304348,144,362603505284,360000000000,10417919871717,106527497901582,96109578029865
2015-06-23,2015,6,23,2044458463,122349295777441,121989295777441,15868.19670133499,3874771.9877576847,0.849703505145038,128840,386743,3.3519947221359825,3.0017308289351132,144,362044458463,360000000000,22778442099486,122349295777441,99570853677955
2015-06-24,2015,6,24,1633874102,114477578053339,114105078053339,14427.39917702741,3469090.436355012,0.7733106426776897,113248,319616,2.7038358293303193,2.822266176886126,149,374133874102,372500000000,17905098263345,114477578053339,96572479789994
2015-06-25,2015,6,25,1656885982,94571013834006,94171013834006,14996.343265210071,3634331.5790756824,0.7481239798858199,110486,284461,2.519260358778488,2.57463389026664,160,401656885982,400000000000,4534963593615,94571013834006,90036050240391
2015-06-26,2015,6,26,1786200051,148435313996327,148060313996327,15585.571881053347,3786795.239166794,0.7565441126683582,114606,342415,2.7669755510182714,2.987758058042336,150,376786200051,375000000000,36427295733809,148435313996327,112008018262518
2015-06-27,2015,6,27,1710932754,130703734587953,130371234587953,15699.223302930759,3948815.043491124,1.1076475927658653,108982,387067,2.9039015617257897,3.5516599071406287,133,334210932754,332500000000,34618543468685,130703734587953,96085191119268
2015-06-28,2015,6,28,1527282518,83216179617254,82853679617254,15577.680385137133,3879750.513158853,0.9738306147733102,98043,333480,2.918617341370623,3.4013647073222972,145,364027282518,362500000000,9865355111883,83216179617254,73350824505371
2015-06-29,2015,6,29,1858118252,129250545306455,128920545306455,15065.864383417253,3866657.1291928343,0.8102952561474975,123333,341567,2.80155351771221,2.7694696472152627,132,331858118252,330000000000,9765065904959,129250545306455,119485479401496
2015-06-30,2015,6,30,2946996374,169807448050437,169442448050437,18904.453643297475,4988022.775871283,0.5498844370183167,155889,706967,2.4074052691338066,4.535066617914029,146,367946996374,365000000000,18064144943770,169807448050437,151743303106667
2015-07-01,2015,7,1,2134428823,128539937979632,128192437979632,15113.140430503434,3899834.4870361043,1.087324925011489,141230,432575,3.1258514479926363,3.0629115626991434,139,349634428823,347500000000,15231786509033,128539937979632,113308151470599
2015-07-02,2015,7,2,2419247197,135179827662305,134797327662305,16764.935116143697,4270818.973801158,0.8809717675396013,144304,380575,2.6810968510921387,2.637314280962413,153,384919247197,382500000000,13067961470983,135179827662305,122111866191322
